time_iso8601,forks_cumulative
2023-06-12 00:00:00+00:00,25266
2023-06-13 00:00:00+00:00,25354
2023-06-14 00:00:00+00:00,25410
2023-06-15 00:00:00+00:00,25467
2023-06-16 00:00:00+00:00,25508
2023-06-17 00:00:00+00:00,25547
2023-06-18 00:00:00+00:00,25590
2023-06-19 00:00:00+00:00,25647
2023-06-20 00:00:00+00:00,25701
2023-06-21 00:00:00+00:00,25764
2023-06-22 00:00:00+00:00,25801
2023-06-23 00:00:00+00:00,25836
2023-06-24 00:00:00+00:00,25875
2023-06-25 00:00:00+00:00,25934
2023-06-26 00:00:00+00:00,25995
2023-06-27 00:00:00+00:00,26036
2023-06-28 00:00:00+00:00,26094
2023-06-29 00:00:00+00:00,26125
2023-06-30 00:00:00+00:00,26161
2023-07-01 00:00:00+00:00,26195
2023-07-02 00:00:00+00:00,26235
2023-07-03 00:00:00+00:00,26287
2023-07-04 00:00:00+00:00,26325
2023-07-05 00:00:00+00:00,26372
2023-07-06 00:00:00+00:00,26429
2023-07-07 00:00:00+00:00,26471
2023-07-08 00:00:00+00:00,26498
2023-07-09 00:00:00+00:00,26540
2023-07-10 00:00:00+00:00,26587
2023-07-11 00:00:00+00:00,26625
2023-07-12 00:00:00+00:00,26661
2023-07-13 00:00:00+00:00,26693
2023-07-14 00:00:00+00:00,26726
2023-07-15 00:00:00+00:00,26753
2023-07-16 00:00:00+00:00,26787
2023-07-17 00:00:00+00:00,26822
2023-07-18 00:00:00+00:00,26862
2023-07-19 00:00:00+00:00,26899
2023-07-20 00:00:00+00:00,26927
2023-07-21 00:00:00+00:00,26964
2023-07-22 00:00:00+00:00,26977
2023-07-23 00:00:00+00:00,26996
2023-07-24 00:00:00+00:00,27024
2023-07-25 00:00:00+00:00,27050
2023-07-26 00:00:00+00:00,27086
2023-07-27 00:00:00+00:00,27109
2023-07-28 00:00:00+00:00,27134
2023-07-29 00:00:00+00:00,27156
2023-07-30 00:00:00+00:00,27176
2023-07-31 00:00:00+00:00,27204
2023-08-01 00:00:00+00:00,27237
2023-08-02 00:00:00+00:00,27261
2023-08-03 00:00:00+00:00,27297
2023-08-04 00:00:00+00:00,27317
2023-08-05 00:00:00+00:00,27337
2023-08-06 00:00:00+00:00,27356
2023-08-07 00:00:00+00:00,27375
2023-08-08 00:00:00+00:00,27399
2023-08-09 00:00:00+00:00,27418
2023-08-10 00:00:00+00:00,27434
2023-08-11 00:00:00+00:00,27461
2023-08-12 00:00:00+00:00,27476
2023-08-13 00:00:00+00:00,27488
2023-08-14 00:00:00+00:00,27500
2023-08-15 00:00:00+00:00,27522
2023-08-16 00:00:00+00:00,27543
2023-08-17 00:00:00+00:00,27574
2023-08-18 00:00:00+00:00,27589
2023-08-19 00:00:00+00:00,27601
2023-08-20 00:00:00+00:00,27618
2023-08-21 00:00:00+00:00,27634
2023-08-22 00:00:00+00:00,27649
2023-08-23 00:00:00+00:00,27670
2023-08-24 00:00:00+00:00,27683
2023-08-25 00:00:00+00:00,27701
2023-08-26 00:00:00+00:00,27716
2023-08-27 00:00:00+00:00,27727
2023-08-28 00:00:00+00:00,27754
2023-08-29 00:00:00+00:00,27776
2023-08-30 00:00:00+00:00,27796
2023-08-31 00:00:00+00:00,27815
2023-09-01 00:00:00+00:00,27834
2023-09-02 00:00:00+00:00,27850
2023-09-03 00:00:00+00:00,27858
2023-09-04 00:00:00+00:00,27873
2023-09-05 00:00:00+00:00,27888
2023-09-06 00:00:00+00:00,27906
2023-09-07 00:00:00+00:00,27924
2023-09-08 00:00:00+00:00,27942
2023-09-09 00:00:00+00:00,27960
2023-09-10 00:00:00+00:00,27975
2023-09-11 00:00:00+00:00,27990
2023-09-12 00:00:00+00:00,28011
2023-09-13 00:00:00+00:00,28030
2023-09-14 00:00:00+00:00,28049
2023-09-15 00:00:00+00:00,28068
2023-09-16 00:00:00+00:00,28082
2023-09-17 00:00:00+00:00,28102
2023-09-18 00:00:00+00:00,28131
2023-09-19 00:00:00+00:00,28167
2023-09-20 00:00:00+00:00,28206
2023-09-21 00:00:00+00:00,28241
2023-09-22 00:00:00+00:00,28267
2023-09-23 00:00:00+00:00,28301
2023-09-24 00:00:00+00:00,28334
2023-09-25 00:00:00+00:00,28391
2023-09-26 00:00:00+00:00,28462
2023-09-27 00:00:00+00:00,28543
2023-09-28 00:00:00+00:00,28623
2023-09-29 00:00:00+00:00,28718
2023-09-30 00:00:00+00:00,28780
2023-10-01 00:00:00+00:00,28848
2023-10-02 00:00:00+00:00,28915
2023-10-03 00:00:00+00:00,28991
2023-10-04 00:00:00+00:00,29069
2023-10-05 00:00:00+00:00,29132
2023-10-06 00:00:00+00:00,29202
2023-10-07 00:00:00+00:00,29272
2023-10-08 00:00:00+00:00,29343
2023-10-09 00:00:00+00:00,29436
2023-10-10 00:00:00+00:00,29517
2023-10-11 00:00:00+00:00,29609
2023-10-12 00:00:00+00:00,29681
2023-10-13 00:00:00+00:00,29751
2023-10-14 00:00:00+00:00,29809
2023-10-15 00:00:00+00:00,29856
2023-10-16 00:00:00+00:00,29930
2023-10-17 00:00:00+00:00,29980
2023-10-18 00:00:00+00:00,30058
2023-10-19 00:00:00+00:00,30145
2023-10-20 00:00:00+00:00,30216
2023-10-21 00:00:00+00:00,30270
2023-10-22 00:00:00+00:00,30326
2023-10-23 00:00:00+00:00,30424
2023-10-24 00:00:00+00:00,30511
2023-10-25 00:00:00+00:00,30600
2023-10-26 00:00:00+00:00,30702
2023-10-27 00:00:00+00:00,30776
2023-10-28 00:00:00+00:00,30834
2023-10-29 00:00:00+00:00,30877
2023-10-30 00:00:00+00:00,30955
2023-10-31 00:00:00+00:00,31024
2023-11-01 00:00:00+00:00,31098
2023-11-02 00:00:00+00:00,31182
2023-11-03 00:00:00+00:00,31248
2023-11-04 00:00:00+00:00,31302
2023-11-05 00:00:00+00:00,31360
2023-11-06 00:00:00+00:00,31422
2023-11-07 00:00:00+00:00,31504
2023-11-08 00:00:00+00:00,31572
2023-11-09 00:00:00+00:00,31626
2023-11-10 00:00:00+00:00,31676
2023-11-11 00:00:00+00:00,31726
2023-11-12 00:00:00+00:00,31773
2023-11-13 00:00:00+00:00,31832
2023-11-14 00:00:00+00:00,31903
2023-11-15 00:00:00+00:00,31961
2023-11-16 00:00:00+00:00,32015
2023-11-17 00:00:00+00:00,32064
2023-11-18 00:00:00+00:00,32109
2023-11-19 00:00:00+00:00,32161
2023-11-20 00:00:00+00:00,32236
2023-11-21 00:00:00+00:00,32306
2023-11-22 00:00:00+00:00,32364
2023-11-23 00:00:00+00:00,32426
2023-11-24 00:00:00+00:00,32470
2023-11-25 00:00:00+00:00,32504
2023-11-26 00:00:00+00:00,32543
2023-11-27 00:00:00+00:00,32596
2023-11-28 00:00:00+00:00,32644
2023-11-29 00:00:00+00:00,32697
2023-11-30 00:00:00+00:00,32742
2023-12-01 00:00:00+00:00,32786
2023-12-02 00:00:00+00:00,32834
2023-12-03 00:00:00+00:00,32882
2023-12-04 00:00:00+00:00,32925
2023-12-05 00:00:00+00:00,32976
2023-12-06 00:00:00+00:00,33029
2023-12-07 00:00:00+00:00,33081
2023-12-08 00:00:00+00:00,33117
2023-12-09 00:00:00+00:00,33153
2023-12-10 00:00:00+00:00,33199
2023-12-11 00:00:00+00:00,33242
2023-12-12 00:00:00+00:00,33282
2023-12-13 00:00:00+00:00,33337
2023-12-14 00:00:00+00:00,33381
2023-12-15 00:00:00+00:00,33434
2023-12-16 00:00:00+00:00,33466
2023-12-17 00:00:00+00:00,33498
2023-12-18 00:00:00+00:00,33550
2023-12-19 00:00:00+00:00,33587
2023-12-20 00:00:00+00:00,33623
2023-12-21 00:00:00+00:00,33667
2023-12-22 00:00:00+00:00,33698
2023-12-23 00:00:00+00:00,33728
2023-12-24 00:00:00+00:00,33756
2023-12-25 00:00:00+00:00,33790
2023-12-26 00:00:00+00:00,33835
2023-12-27 00:00:00+00:00,33889
2023-12-28 00:00:00+00:00,33918
2023-12-29 00:00:00+00:00,33946
2023-12-30 00:00:00+00:00,33968
2023-12-31 00:00:00+00:00,33986
2024-01-01 00:00:00+00:00,34008
2024-01-02 00:00:00+00:00,34058
2024-01-03 00:00:00+00:00,34106
2024-01-04 00:00:00+00:00,34150
2024-01-05 00:00:00+00:00,34185
2024-01-06 00:00:00+00:00,34214
2024-01-07 00:00:00+00:00,34243
2024-01-08 00:00:00+00:00,34271
2024-01-09 00:00:00+00:00,34307
2024-01-10 00:00:00+00:00,34343
2024-01-11 00:00:00+00:00,34378
2024-01-12 00:00:00+00:00,34412
2024-01-13 00:00:00+00:00,34441
2024-01-14 00:00:00+00:00,34474
2024-01-15 00:00:00+00:00,34517
2024-01-16 00:00:00+00:00,34552
2024-01-17 00:00:00+00:00,34582
2024-01-18 00:00:00+00:00,34625
2024-01-19 00:00:00+00:00,34662
2024-01-20 00:00:00+00:00,34685
2024-01-21 00:00:00+00:00,34716
2024-01-22 00:00:00+00:00,34745
2024-01-23 00:00:00+00:00,34787
2024-01-24 00:00:00+00:00,34824
2024-01-25 00:00:00+00:00,34857
2024-01-26 00:00:00+00:00,34882
2024-01-27 00:00:00+00:00,34910
2024-01-28 00:00:00+00:00,34941
2024-01-29 00:00:00+00:00,34973
2024-01-30 00:00:00+00:00,35016
2024-01-31 00:00:00+00:00,35046
2024-02-01 00:00:00+00:00,35075
2024-02-02 00:00:00+00:00,35098
2024-02-03 00:00:00+00:00,35124
2024-02-04 00:00:00+00:00,35158
2024-02-05 00:00:00+00:00,35198
2024-02-06 00:00:00+00:00,35237
2024-02-07 00:00:00+00:00,35269
2024-02-08 00:00:00+00:00,35296
2024-02-09 00:00:00+00:00,35323
2024-02-10 00:00:00+00:00,35343
2024-02-11 00:00:00+00:00,35366
2024-02-12 00:00:00+00:00,35389
2024-02-13 00:00:00+00:00,35414
2024-02-14 00:00:00+00:00,35439
2024-02-15 00:00:00+00:00,35470
